"t","p","padj"
"209291_at",5.96580048186282,2.62599037975042e-08,1.22117883588678e-07
"226773_at",5.96348810428592,2.13103710518742e-08,1.00529645355525e-07
"218338_at",5.96237555337494,2.53633160839078e-08,1.18477672500457e-07
"219249_s_at",5.96164583967958,2.23748698165583e-08,1.05291071174981e-07
"219456_s_at",5.96127174210467,2.33374522175212e-08,1.09595585019046e-07
"212975_at",5.96110534769736,3.06057046901662e-08,1.40699007330164e-07
"224604_at",5.96081229969141,2.15687054471181e-08,1.01706415658914e-07
"230036_at",5.96061714758407,2.56511018765457e-08,1.19675531936958e-07
"230372_at",5.95994852660638,4.98716642124419e-08,2.22090360773392e-07
"210852_s_at",5.95986394497746,2.44878773095804e-08,1.14668954001497e-07
"1557749_at",5.95748711774897,7.32422120818634e-08,3.19091950411055e-07
"205619_s_at",5.95604685889749,6.73627062525436e-08,2.9482286667342e-07
"227351_at",5.95563401668125,2.62218077600892e-08,1.22015047364755e-07
"205596_s_at",5.95352502033265,3.67873549912594e-08,1.67170791937463e-07
"206432_at",5.9507313371358,7.40722371204245e-08,3.22401453205831e-07
"224829_at",5.94965424128275,3.1335642389295e-08,1.43743339307028e-07
"228370_at",5.94811595599448,3.049156499429e-08,1.40230584952655e-07
"201505_at",5.94630847338686,2.67143350179599e-08,1.2406268295511e-07
"222716_s_at",5.94601017722633,2.88547081083426e-08,1.33210921146013e-07
"1559776_at",5.9444296343316,2.66808947333261e-08,1.23949803666809e-07
"225913_at",5.94406803581174,2.50942508680773e-08,1.17316519214447e-07
"201312_s_at",5.94390182971999,2.75246157663972e-08,1.2753313269225e-07
"1557527_at",5.94224893563702,4.0299198417146e-08,1.81902353438686e-07
"241752_at",5.94221395183116,4.72232296231869e-08,2.10829167263129e-07
"204037_at",5.9415594933257,2.76852831329166e-08,1.28225690514295e-07
"210613_s_at",5.9405424814961,2.60205787752402e-08,1.21173928942263e-07
"243465_at",5.94008927215352,5.09966403887727e-08,2.26703426790384e-07
"227108_at",5.93951834752475,7.6125829297438e-08,3.30899576465975e-07
"226609_at",5.93860148367872,3.61851603446403e-08,1.64695693039208e-07
"206118_at",5.9381118105631,3.5627066906879e-08,1.62349127212147e-07
"228573_at",5.93743381227006,3.05298861072373e-08,1.40378635116253e-07
"1557418_at",5.93655689497193,6.35013481739521e-08,2.7893582225317e-07
"223284_at",5.9362151298831,3.08507260752404e-08,1.41740056028331e-07
"215828_at",5.93581738621552,3.63984755146779e-08,1.65567881770142e-07
"1556202_at",5.93483360849367,5.80082626752736e-08,2.56232061726479e-07
"213338_at",5.93373841703693,3.31497523558445e-08,1.51512428298924e-07
"241769_at",5.92997233821873,2.71986543780957e-08,1.26124879777592e-07
"204640_s_at",5.92916040079647,3.51526014565901e-08,1.60346550719037e-07
"236251_at",5.92765686928151,2.7885191418727e-08,1.29125462810979e-07
"1552274_at",5.92603273341893,2.92007701021375e-08,1.3459151492237e-07
"226113_at",5.92503664799704,3.07268302312554e-08,1.41199155856028e-07
"206501_x_at",5.92471630590372,4.44663858107901e-08,1.99064432021995e-07
"207610_s_at",5.92165978412458,5.65155462863468e-08,2.49927699671018e-07
"221510_s_at",5.9204476546221,2.63026621144286e-08,1.22291894114242e-07
"211926_s_at",5.92012793727245,2.8673457928338e-08,1.32454257146576e-07
"212259_s_at",5.92002768537847,3.94920261401007e-08,1.78505205187828e-07
"219654_at",5.91924718562305,3.21173120576206e-08,1.470871421827e-07
"213326_at",5.91918924112938,2.98796582114221e-08,1.37609855623607e-07
"230087_at",5.91713913385073,1.29429460766395e-07,5.42816872355382e-07
"235004_at",5.91239152959201,5.65047386456486e-08,2.49927699671018e-07
"204639_at",5.91219703607906,2.90461099535927e-08,1.33932566190283e-07
"236028_at",5.91096215123444,8.36166000282975e-08,3.60925554174161e-07
"235347_at",5.90830025120192,2.89146212748441e-08,1.33454060887585e-07
"228399_at",5.90722637363013,1.42572379869305e-07,5.94021323657759e-07
"210186_s_at",5.90348034013817,3.0880429711784e-08,1.4184807093642e-07
"201780_s_at",5.90285936394873,2.89764241643651e-08,1.33651377284524e-07
"201670_s_at",5.90214336695317,3.45764538462997e-08,1.57875702241189e-07
"221901_at",5.90144621733668,5.02855080624831e-08,2.23715810247679e-07
"226763_at",5.89040130472088,3.75422388069934e-08,1.70432090266912e-07
"1563445_x_at",5.89021334904217,4.01498534053753e-08,1.81335455046995e-07
"223042_s_at",5.88919328545457,3.15757613843163e-08,1.44751733984187e-07
"213131_at",5.88721515648492,4.21791457205437e-08,1.89454593927753e-07
"243124_at",5.88616671853681,4.57321126605319e-08,2.04490936404561e-07
"213294_at",5.88443512070534,3.73681981958962e-08,1.69675623172207e-07
"205265_s_at",5.88387071243494,7.93916678463382e-08,3.43530581652122e-07
"207390_s_at",5.88270214026998,1.00652399137459e-07,4.29121723277219e-07
"201847_at",5.88191147473494,3.37517308917838e-08,1.54202252665973e-07
"233127_at",5.8803373414271,1.67743379468152e-07,6.92096310567299e-07
"201798_s_at",5.87973145008238,3.71017129590921e-08,1.6853243393536e-07
"227749_at",5.87891804884417,3.90080828326456e-08,1.76561684015036e-07
"230061_at",5.87813824491651,5.63191971862703e-08,2.49203742881984e-07
"234299_s_at",5.87690337264366,4.82625937784597e-08,2.15301555377496e-07
"211557_x_at",5.87477817232739,4.81918622417827e-08,2.1502790199173e-07
"208735_s_at",5.87474098813751,3.59730067834778e-08,1.6379518376978e-07
"222106_at",5.87438448965552,1.43157770670874e-07,5.96351840973995e-07
"218581_at",5.86993933882223,4.02532829277816e-08,1.81764656912791e-07
"238636_at",5.86656785225774,1.0481852430728e-07,4.45308599927589e-07
"228062_at",5.86562778798576,4.43151690842739e-08,1.98465060136317e-07
"215495_s_at",5.86191787560245,8.27870424577262e-08,3.5741218348903e-07
"214321_at",5.86080086045451,5.39752153276831e-08,2.3924798851363e-07
"32502_at",5.86066310689637,6.13961617562164e-08,2.70258753162142e-07
"209437_s_at",5.85620128484407,3.76433769879721e-08,1.70755845346707e-07
"229830_at",5.85369283063801,3.61999921365865e-08,1.64730462925539e-07
"243367_at",5.85121706353788,5.67872905515494e-08,2.50984043902381e-07
"221045_s_at",5.84895215407373,5.6265948993625e-08,2.49016237642704e-07
"212558_at",5.84600837569116,6.34262427494055e-08,2.78659358850879e-07
"225570_at",5.84597894983255,4.136883450709e-08,1.86143500337109e-07
"231182_at",5.8451682288292,1.29955369741649e-07,5.44922708383922e-07
"232797_at",5.84514764611282,3.96911419092225e-08,1.79334429502254e-07
"214806_at",5.84327292545117,4.14211822274243e-08,1.86342434994048e-07
"237292_at",5.84196179669488,9.98561654952483e-08,4.26123673996212e-07
"212752_at",5.84181004570353,5.39513750074604e-08,2.39188606619408e-07
"213252_at",5.84083375926005,4.52191037751178e-08,2.02315517437297e-07
"209470_s_at",5.83815428627453,2.15140562522678e-07,8.71020735983187e-07
"223208_at",5.83760583684161,3.92038943222117e-08,1.7737787271071e-07
"223809_at",5.82923383407771,6.18158190988524e-08,2.7200148027301e-07
"239946_at",5.82897661182128,7.93419970566636e-08,3.43445427818705e-07
"204396_s_at",5.82178875564306,4.38763226457191e-08,1.96653506370823e-07
"1568619_s_at",5.82117297222004,4.27240078022994e-08,1.91751509052727e-07
"208965_s_at",5.8147064953307,4.42582073427446e-08,1.98248723405218e-07
"216250_s_at",5.81292573042011,4.48692915078159e-08,2.00828880868382e-07
"232570_s_at",5.81198661117145,1.41013162620914e-07,5.87952751412124e-07
"201307_at",5.81054249277618,5.35472448555634e-08,2.37580888982365e-07
"227616_at",5.80673057923847,9.35126780574003e-08,4.00696139485246e-07
"201878_at",5.80378399243196,4.60714775465595e-08,2.05887814682703e-07
"229822_at",5.80058079759736,4.81070330561775e-08,2.14691227218557e-07
"203596_s_at",5.800298526681,5.25168666609846e-08,2.33280410616084e-07
"213262_at",5.79996650750129,4.92977603468502e-08,2.19620036028771e-07
"233857_s_at",5.79955775078495,1.90301945070046e-07,7.78300972846297e-07
"215248_at",5.79732107410472,6.81966151090629e-08,2.98301580565865e-07
"208475_at",5.79660594598332,7.50718697992639e-08,3.2644219366101e-07
"213661_at",5.7964539155381,9.36994354326482e-08,4.01421281278328e-07
"201554_x_at",5.79619667803265,7.15905480904375e-08,3.12431082872578e-07
"210616_s_at",5.79338643499849,7.24386674973813e-08,3.15951780935541e-07
"230588_s_at",5.78877682355316,6.1250753091825e-08,2.69670510969256e-07
"229198_at",5.78678740302848,6.30228726230776e-08,2.76993446878976e-07
"1570515_a_at",5.78667127712191,2.13072832678696e-07,8.62801818748264e-07
"205902_at",5.78611781258013,1.6123550218015e-07,6.67288888043363e-07
"210999_s_at",5.7851168281909,5.32364626847078e-08,2.36293547455012e-07
"204925_at",5.78483008330986,7.06652653656452e-08,3.08569413283007e-07
"243030_at",5.78270485756343,6.6807466089046e-08,2.92504568120325e-07
"242853_at",5.78093390835975,7.42302005805914e-08,3.23027604768627e-07
"225732_at",5.78038770924547,6.79194416156118e-08,2.9714593530513e-07
"243993_at",5.7788816298562,9.14354326236254e-08,3.92529655741123e-07
"210986_s_at",5.77669739552712,7.14747510800161e-08,3.11985177050812e-07
"1569512_at",5.77520858382184,1.04994844749503e-07,4.45892254644513e-07
"229531_at",5.77471100023024,8.27336872063579e-08,3.57249177618253e-07
"210563_x_at",5.77380513359446,5.5213520949697e-08,2.44547528584589e-07
"215447_at",5.77031762725494,1.23598235090135e-07,5.20075395603411e-07
"220170_at",5.76937451891825,2.01152625735211e-07,8.18730866752005e-07
"205242_at",5.767308467694,8.90367379842748e-08,3.82878034182097e-07
"218371_s_at",5.76622151526097,6.11180580326063e-08,2.69138027902477e-07
"212412_at",5.76389589779299,7.43386773510724e-08,3.23376776328891e-07
"217886_at",5.76215519555615,5.58183247163563e-08,2.47175700502161e-07
"206914_at",5.76131335601644,2.10891564995961e-07,8.54876020018142e-07
"204094_s_at",5.76003730085467,6.64570297939012e-08,2.91081536310904e-07
"208436_s_at",5.75849390799927,7.44519536309267e-08,3.23808031524708e-07
"232155_at",5.75697846301088,1.16125009200317e-07,4.89979934730076e-07
"230869_at",5.7541261504803,7.93277070048781e-08,3.43445427818705e-07
"241762_at",5.75336864618031,1.17574440836235e-07,4.95821656872085e-07
"228479_at",5.75282590329008,5.95696067753468e-08,2.6267283480473e-07
"215073_s_at",5.75207899377635,5.87646363537509e-08,2.59223125271563e-07
"212237_at",5.75202207607222,9.16663430916505e-08,3.93447199368079e-07
"225958_at",5.74752024647495,6.50885824262624e-08,2.85305991063864e-07
"232034_at",5.74550546682128,1.16609036415277e-07,4.91841024128748e-07
"224895_at",5.74394230854876,6.50216627846017e-08,2.85067217219704e-07
"201152_s_at",5.74281539144217,8.862600393748e-08,3.81254952700996e-07
"238482_at",5.74218902867524,1.08448087783582e-07,4.59620013787451e-07
"205695_at",5.7419191401847,7.43129333973204e-08,3.23326199391875e-07
"209959_at",5.74183150527348,1.82953805675814e-07,7.49855227522043e-07
"204689_at",5.73870109312956,6.50131095685126e-08,2.85067217219704e-07
"243791_at",5.73702057254746,1.10933141535132e-07,4.69110365690385e-07
"238226_at",5.7343393425226,9.98970488677929e-08,4.26218723960332e-07
"238784_at",5.72976588779774,1.98117528413475e-07,8.07381806628793e-07
"203906_at",5.72826161211078,7.72565371502103e-08,3.35432506227728e-07
"242856_at",5.72796193241033,2.62701901936187e-07,1.05002821292225e-06
"209839_at",5.7275202969833,9.27010292170394e-08,3.97590200778624e-07
"219952_s_at",5.72635111279502,9.14101123485617e-08,3.92494526269049e-07
"204501_at",5.72490631071553,1.02724341576509e-07,4.37222745795723e-07
"210968_s_at",5.72458958054821,6.67671320886583e-08,2.92383867347331e-07
"220407_s_at",5.72441166568729,2.10497626822604e-07,8.53883660488504e-07
"204601_at",5.71865601154987,1.11029127421591e-07,4.69429593010283e-07
"229649_at",5.71496861583504,9.96761778896696e-08,4.25434868096739e-07
"1563473_at",5.71464774631097,1.38986683920883e-07,5.80242803835212e-07
"226799_at",5.71459788113044,1.00292847333008e-07,4.27748060049885e-07
"206120_at",5.71305334714483,1.6931871733221e-07,6.98344423385485e-07
"213895_at",5.71129421935439,1.04769170583374e-07,4.45181505356404e-07
"232805_at",5.70901398962154,3.69743314206564e-07,1.44830359590781e-06
"205352_at",5.70448962021977,8.94580651965248e-08,3.84545433032284e-07
"209386_at",5.7032810604429,7.83579590358452e-08,3.39699476774174e-07
"210933_s_at",5.6988289667377,7.78387949475e-08,3.375765803224e-07
"1554519_at",5.69842533604762,2.09188784277939e-07,8.49025469841862e-07
"200904_at",5.69482940731075,7.66372933829687e-08,3.32996382157111e-07
"213343_s_at",5.69305174783526,1.30905156060294e-07,5.48503620426072e-07
"227799_at",5.69206606731671,1.2302604576074e-07,5.177628677064e-07
"225136_at",5.6887133359021,7.94431345483101e-08,3.43688347291263e-07
"222810_s_at",5.68799746555826,8.50312717090917e-08,3.6654831845536e-07
"225778_at",5.68304181530661,9.54714742774168e-08,4.08630756003677e-07
"230146_s_at",5.68278825644617,1.22548558818892e-07,5.15848123989907e-07
"202508_s_at",5.68117130756937,4.11649041541207e-07,1.60122248614441e-06
"208609_s_at",5.68110582905136,1.77659849349827e-07,7.30117267119879e-07
"232008_s_at",5.68014012178012,9.64381264190486e-08,4.12228893127187e-07
"228063_s_at",5.67992447094997,9.41403014292079e-08,4.03159185421307e-07
"204469_at",5.67808790444774,3.9958241509744e-07,1.55799047548122e-06
"219594_at",5.67701861109077,1.02180030787752e-07,4.35229541590458e-07
"205228_at",5.67661262346578,1.49788715424555e-07,6.22163755779575e-07
"1552398_a_at",5.67547918893771,1.6918083875357e-07,6.97901431911566e-07
"208430_s_at",5.67412660271578,3.05587401841969e-07,1.21066740432219e-06
"1557370_s_at",5.67410887084497,8.66042788972543e-08,3.72837932252597e-07
"225057_at",5.67088816298481,9.28513617610306e-08,3.98085873907316e-07
"202455_at",5.6675766534149,8.70359587697792e-08,3.74625928153402e-07
"236293_at",5.66624494558297,1.60068528486211e-07,6.62818569502747e-07
"209939_x_at",5.66495804677329,9.64159500211731e-08,4.12211032916731e-07
"227263_at",5.66398633955184,1.10713131331782e-07,4.68352945491651e-07
"208806_at",5.6632941548058,1.71131299394513e-07,7.05693221107767e-07
"205234_at",5.66281192267267,8.91485012576643e-08,3.83286676235083e-07
"219288_at",5.66238006979305,9.73521477488493e-08,4.15980641770876e-07
"228489_at",5.66034259784858,2.05383575048522e-07,8.34616752898563e-07
"210987_x_at",5.66019450538616,1.22275433625719e-07,5.14887710301499e-07
"208075_s_at",5.65833831950954,3.30681059461443e-07,1.30331927462492e-06
"225817_at",5.65681844120459,9.46812479445683e-08,4.05400004052056e-07
"201398_s_at",5.65635851549273,9.21413620300517e-08,3.95411957012231e-07
"204458_at",5.65625868812876,1.4384793950805e-07,5.98900083358092e-07
"214051_at",5.65566305836347,9.56643269732881e-08,4.09379686223695e-07
"225677_at",5.65476318320128,9.27843112432926e-08,3.97872885303338e-07
"209602_s_at",5.64495854419777,3.02841586235597e-07,1.19999668677403e-06
"203662_s_at",5.64475171545176,2.66918145584938e-07,1.06576469461852e-06
"218325_s_at",5.64408228049208,1.08809130760913e-07,4.60979563784163e-07
"205885_s_at",5.64277658493484,1.23863620307098e-07,5.21096343845234e-07
"203661_s_at",5.64028942410334,1.94044124179863e-07,7.92473711856526e-07
"203024_s_at",5.63955685903391,1.07075486920399e-07,4.54138866099611e-07
"204194_at",5.63826924345847,1.34145687661138e-07,5.61055274744896e-07
"201044_x_at",5.6364557493325,1.3956609678179e-07,5.82343289231798e-07
"209652_s_at",5.63494371262356,1.30163525599311e-07,5.45595758931374e-07
"226330_s_at",5.63209562828513,1.03474522330735e-07,4.40252087115144e-07
"204790_at",5.63098821095806,1.17686207734635e-07,4.96201622928266e-07
"221918_at",5.63076562529164,1.05101194551804e-07,4.46261152914343e-07
"206219_s_at",5.63045604763685,1.78120762484282e-07,7.31486430550029e-07
"219201_s_at",5.63005659362198,1.0671447081495e-07,4.52691521591924e-07
"235959_at",5.62929710986345,1.53927559587832e-07,6.38659945152193e-07
"232268_at",5.62707643205217,4.99355596430702e-07,1.92020504114378e-06
"209545_s_at",5.62574522041985,1.16233003968585e-07,4.90345273511237e-07
"213419_at",5.62418806925304,1.08670367656613e-07,4.60476860395822e-07
"1559117_at",5.62329148680106,1.14971323801138e-07,4.85380318712895e-07
"228964_at",5.62297050766767,1.25560395030659e-07,5.27459597833305e-07
"219412_at",5.62155659493404,1.76573559591398e-07,7.26174220743721e-07
"208961_s_at",5.62013568748051,1.11297419497404e-07,4.70390256274045e-07
"239533_at",5.61783968708489,1.88232662225891e-07,7.70388252851962e-07
"206707_x_at",5.61255242212044,2.37281995741533e-07,9.55091309045403e-07
"1558027_s_at",5.61040678201803,1.33493720895517e-07,5.5863451300384e-07
"223641_at",5.60939744226831,1.35844792772365e-07,5.67641095003621e-07
"41577_at",5.60523079121415,2.10773726009717e-07,8.54700893555337e-07
"1555103_s_at",5.60385544812493,5.8350767035828e-07,2.22475048680135e-06
"219557_s_at",5.60303872546053,2.632077594373e-07,1.05168306252486e-06
"214663_at",5.60139577054593,1.94428029250358e-07,7.93758494460061e-07
"211135_x_at",5.60033447001296,1.65808008230011e-07,6.84604437081657e-07
"206132_at",5.6000295961743,2.07708193917617e-07,8.43464674697728e-07
"226197_at",5.59980555574706,1.78915104172088e-07,7.34616821594359e-07
"226439_s_at",5.59880315180006,1.90361030309577e-07,7.78403620278564e-07
"238933_at",5.5978283707346,1.7375936906081e-07,7.15757343453187e-07
"206206_at",5.59774122501883,1.85044310164598e-07,7.57745366654707e-07
"228456_s_at",5.59666044685366,1.55758019095329e-07,6.45903659485844e-07
"212421_at",5.59619339572347,1.31022734316893e-07,5.48795479893893e-07
"235486_at",5.59548461862996,2.83522047080905e-07,1.12773627028377e-06
"1558953_s_at",5.59511708049509,1.48797923826887e-07,6.18272650473002e-07
"235856_at",5.59477426545618,3.26486932097609e-07,1.28767525500801e-06
"215506_s_at",5.59430243493526,1.88794931096759e-07,7.72413416739743e-07
"235592_at",5.59305090457064,2.63075353361763e-07,1.0513374311716e-06
"203771_s_at",5.59232709531456,1.27238156915078e-07,5.33976533673868e-07
"204028_s_at",5.59224247406467,1.39697726451462e-07,5.82786344065179e-07
"203454_s_at",5.59155418611432,1.31405908197491e-07,5.50098613680703e-07
"231956_at",5.591509379567,1.83354716913605e-07,7.51229531569282e-07
"206194_at",5.58818715075157,1.27123872042481e-07,5.33733829768825e-07
"216620_s_at",5.58741066891963,1.2675898967003e-07,5.32397054907886e-07
"209039_x_at",5.58708050835136,1.92908598756859e-07,7.87976750013972e-07
"211992_at",5.58324595406739,1.31271793222868e-07,5.49637638059114e-07
"228548_at",5.58306740804707,2.2413576250428e-07,9.05358266073285e-07
"228949_at",5.58199989915205,1.34886077390456e-07,5.64048900944606e-07
"219440_at",5.58160456579162,1.30018212963488e-07,5.45086423485771e-07
"217813_s_at",5.5807392422263,1.59965728384509e-07,6.6251267218633e-07
"243745_at",5.57999816541207,2.60117226845234e-07,1.0402418100989e-06
"233020_at",5.57960597400593,2.11158419211074e-07,8.55806277683812e-07
"235410_at",5.57945989907409,1.42322582693048e-07,5.93088448220318e-07
"203665_at",5.57720289197427,1.58692448742486e-07,6.57596011136086e-07
"1553243_at",5.5767056541888,3.52913851473743e-07,1.38665053016008e-06
"206595_at",5.57570056258279,5.21057077661691e-07,1.99862171322822e-06
"240260_at",5.57561693980135,2.23211830117373e-07,9.01944344597424e-07
"202821_s_at",5.57525763922837,2.58437455710887e-07,1.03388524858453e-06
"207836_s_at",5.57412410575505,1.35108215779485e-07,5.64874674333249e-07
"230167_at",5.57241531569204,2.0092105268687e-07,8.17933677512867e-07
"227188_at",5.57192357520132,1.46645202761149e-07,6.09659662159848e-07
"222024_s_at",5.56897351897583,1.54520200445571e-07,6.40886662586907e-07
"228094_at",5.56566911514575,1.74604593054292e-07,7.18721961668307e-07
"206157_at",5.56474286894028,4.8904525888868e-07,1.88277081262858e-06
"227742_at",5.56367746232202,1.43438008980372e-07,5.97410569135745e-07
"39582_at",5.56214886289186,1.45056815557148e-07,6.03603969241527e-07
"210198_s_at",5.56086099667084,5.78496604362602e-07,2.20674679042583e-06
"32069_at",5.56073169847834,2.27733075286934e-07,9.19078523928925e-07
"37965_at",5.55852496978775,1.45569019699962e-07,6.0562529667361e-07
"234994_at",5.55705349540551,1.58207930308667e-07,6.55825561603511e-07
"213313_at",5.54909561257911,1.96271133435171e-07,8.00569504731206e-07
"229686_at",5.54786953568705,1.67695311105593e-07,6.92022650495748e-07
"214071_at",5.54733296504511,2.67632149947402e-07,1.06842934116182e-06
"203811_s_at",5.54544264197041,2.16500179565787e-07,8.76215517334374e-07
"220138_at",5.54460686852783,5.49402228272334e-07,2.09995981877858e-06
"242191_at",5.54452017279899,1.77485642308036e-07,7.29651311603776e-07
"236295_s_at",5.54421083344717,3.016314027907e-07,1.19582205610445e-06
"221974_at",5.54352323795793,2.20545633178454e-07,8.91800253652212e-07
"226979_at",5.54247388779193,1.59370140096429e-07,6.60165367811269e-07
"244025_at",5.53901221243159,2.74665344727434e-07,1.09440855781009e-06
"214617_at",5.53885773649764,3.33254292681829e-07,1.31255770684298e-06
"222982_x_at",5.53701323468007,1.62646850838845e-07,6.72400870895678e-07
"228725_x_at",5.53635624864648,1.7398870856981e-07,7.16444335198555e-07
"226265_at",5.53597674634802,1.77514609800299e-07,7.29651311603776e-07
"242946_at",5.53294284806597,3.97412003276664e-07,1.54979177780443e-06
"218501_at",5.53056122648244,1.95801069719152e-07,7.9907909832105e-07
"236859_at",5.52965980753869,5.45849953140812e-07,2.08777579772612e-06
"200720_s_at",5.52835968659942,1.73929750640868e-07,7.16330350463551e-07
"1556385_at",5.52645800787885,3.95770097018411e-07,1.54391458559235e-06
"226288_s_at",5.52300055230597,1.89572564913468e-07,7.75456412611744e-07
"225897_at",5.52206358148586,1.71440136120375e-07,7.06839502711963e-07
"207677_s_at",5.51852439627135,1.7642571454352e-07,7.25826861898733e-07
"213364_s_at",5.5182341261813,2.06355819934227e-07,8.3827019225853e-07
"235132_at",5.51818196397997,2.24860687188093e-07,9.08126312584886e-07
"212632_at",5.51656849534741,1.7773867069353e-07,7.30310149783625e-07
"232843_s_at",5.51637335199607,2.04018114127523e-07,8.29362241367176e-07
"210251_s_at",5.51616838372937,2.52767752474463e-07,1.01315012861789e-06
"218853_s_at",5.51427256089598,1.86223810384686e-07,7.62439029181347e-07
"217053_x_at",5.51362036709548,3.46601533920515e-07,1.363251748477e-06
"235157_at",5.5127948458303,2.63958190006836e-07,1.05449754504214e-06
"206170_at",5.5110949204768,3.38843888409251e-07,1.33319731596583e-06
"225243_s_at",5.50784923297976,3.52285769735507e-07,1.38442021006388e-06
"228109_at",5.50490303749347,1.88683439745303e-07,7.72095197514147e-07
"232315_at",5.50417584865458,2.59044377885625e-07,1.03613227151842e-06
"219368_at",5.50303611360261,5.07199802072629e-07,1.94905991054856e-06
"236982_at",5.50256744770681,3.94810067455336e-07,1.54069432184862e-06
"225606_at",5.5024781376711,1.98731159627231e-07,8.09738436033174e-07
"204773_at",5.50162961901316,2.69212367373987e-07,1.07436327756864e-06
"205247_at",5.5010940702953,2.75342622602085e-07,1.09691634813977e-06
"215034_s_at",5.49907856748347,2.18631569836617e-07,8.84529030907619e-07
"223595_at",5.49899422129308,1.90686130229507e-07,7.79593795188574e-07
"206646_at",5.49468818693762,2.58077880957382e-07,1.0328075672841e-06
"204610_s_at",5.49438224781138,2.29753763559828e-07,9.26527819112519e-07
"239336_at",5.49296051314646,7.97305458421578e-07,2.98523572245045e-06
"208555_x_at",5.49012352010386,4.43906310826077e-07,1.71910487603139e-06
"211994_at",5.49010709281969,2.01391636712351e-07,8.19558041155466e-07
"217388_s_at",5.48941163233149,2.12102846646996e-07,8.5932982429792e-07
"229934_at",5.48656032893028,5.33940194248174e-07,2.04495522890735e-06
"230715_at",5.48193498050467,2.86352208695363e-07,1.13840038808365e-06
"228057_at",5.48064411386251,3.33825746959887e-07,1.31458237321566e-06
"223843_at",5.48041490919625,6.12242861884378e-07,2.328495228452e-06
"209169_at",5.47953626994329,7.56465879659142e-07,2.83928843687862e-06
"239251_at",5.47711895281761,2.45567726310687e-07,9.8636226511639e-07
"226909_at",5.47570889699154,2.15878521516067e-07,8.73853972831827e-07
"209534_x_at",5.47261791896068,2.61216383840885e-07,1.04445510459284e-06
"207275_s_at",5.47186116530707,2.32387930449099e-07,9.36544214512706e-07
"225776_at",5.47066961793669,2.48824035760261e-07,9.98916194744478e-07
"209670_at",5.47007403076263,2.26279319004729e-07,9.13694506905027e-07
"243591_at",5.46881691925915,2.98768807372933e-07,1.18529395379565e-06
"201311_s_at",5.46860450333068,2.29361183349971e-07,9.25160123681647e-07
"203472_s_at",5.46776597300313,2.79992278143954e-07,1.1144704807666e-06
"242814_at",5.46729263869977,3.69539843531635e-07,1.4477541971271e-06
"200799_at",5.4621575481363,2.27282949470805e-07,9.17423579790243e-07
"219202_at",5.46106438366812,3.25087076077537e-07,1.28259591789902e-06
"1562415_a_at",5.45780247886107,6.76974031510049e-07,2.55895960450151e-06
"1552386_at",5.4574582567747,5.36626134751396e-07,2.05489857284923e-06
"230636_s_at",5.45706716072591,3.90702124197343e-07,1.52604505630319e-06
"209723_at",5.44906715136577,3.22819883651816e-07,1.27474893022027e-06
"235411_at",5.44696211856124,3.32165486110112e-07,1.30871944407017e-06
"1554834_a_at",5.44677976923503,2.97476101100973e-07,1.18036991398399e-06
"210166_at",5.44526087199903,3.18852206041895e-07,1.26016774374073e-06
"223085_at",5.4446323388702,2.44892470879666e-07,9.8416779444762e-07
"226754_at",5.44233994177146,2.87855590241426e-07,1.14397997280919e-06
"211085_s_at",5.44134628593347,3.3589374674574e-07,1.32227131002367e-06
"211806_s_at",5.44052993809886,6.15805081440092e-07,2.34010017923053e-06
"201649_at",5.43832447894635,2.85081479123354e-07,1.13354533270177e-06
"1555897_at",5.43759472796536,2.92502120780603e-07,1.16163968653341e-06
"205854_at",5.43726126603879,2.54422273502252e-07,1.01942500525229e-06
"1559883_s_at",5.4358453459106,3.00642201727139e-07,1.19210670812962e-06
"205227_at",5.43575802567888,5.56839558655256e-07,2.12674441365078e-06
"204629_at",5.43540498070213,2.57904989199108e-07,1.03229604467444e-06
"222001_x_at",5.43504329297602,2.57594442203296e-07,1.03123326512534e-06
"211275_s_at",5.43330997345382,3.72920061064404e-07,1.46024759079467e-06
"212769_at",5.43057562268935,3.02234453838654e-07,1.19779818243064e-06
"230421_at",5.42988885303321,2.90863764593507e-07,1.15533347216183e-06
"215918_s_at",5.4278458711531,3.62004969713153e-07,1.41993488976543e-06
"1557419_a_at",5.42727478930524,6.00782296002534e-07,2.28642687360353e-06
"232099_at",5.42666372600721,3.2780513334731e-07,1.29265168199956e-06
"242388_x_at",5.42615824242998,5.39730221066926e-07,2.0664395274316e-06
"206994_at",5.42534635773398,4.56598820331978e-07,1.76587010842001e-06
"213061_s_at",5.42396142039583,2.73415695428125e-07,1.08999820233078e-06
"39705_at",5.42336044247587,3.49679528080951e-07,1.37464988527944e-06
"211864_s_at",5.42313850694479,2.96900120791619e-07,1.1784928018181e-06
"1558487_a_at",5.42234407865075,2.71050269866006e-07,1.08132108182218e-06
"241068_at",5.42207913919327,6.9243729627353e-07,2.61309793978459e-06
"205207_at",5.4215980695909,5.31457170377556e-07,2.03612639229796e-06
"203535_at",5.41873358477134,3.89060872664551e-07,1.52110979287064e-06
"1552289_a_at",5.41854330537674,9.56919233639494e-07,3.53945755943885e-06
"209352_s_at",5.4173095610104,4.02146629266911e-07,1.56745477367258e-06
"201296_s_at",5.41317425945174,3.62186293490509e-07,1.42040285613238e-06
